"","ID","title","description","streetaddress","city","state","amenityfeatures","type","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress","Status"
"3101",1633,"Hideaway","","Gay St. ","Knoxville","TN","","Bars/Clubs","","","",1973,"Gay St. , Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Verified Location"
"3102",1238,"Cumberland Ave. around The Huddle ","","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1979,", Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3103",123,"Hideaway","","","Knoxville","TN","","Bars/Clubs","","9/7/2019 11:27am","9/7/2019 1:18pm",1974,", Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Verified Location"
"3104",2907,"Gay St. - No. of Andrew Johnson Hotel ","","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1978,", Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3105",3249,"Gay St. ","N. of Andrew Johnson Hotel
","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1980,", Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3106",2581,"Colony","","S.W. Union St.","Knoxville","TN","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","","",1975,"S.W. Union St., Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3107",2905,"Cumberland Ave. around the Huddle ","","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1978,", Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3108",3248,"Cumberland Ave.","around the Huddle
","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1980,", Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3109",2344,"Gay Street - north of Andrew Johnson Hotel","","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1977,", Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3110",1239,"Gay St. - N. of Andrew Johnson Hotel ","","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1979,", Knoxville, TN",-83.920739,35.960638,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3111",604,"U. of Tenn. - Library T-Room","","","Knoxville","TN","Cruisy Area","Cruising Areas","","12/5/2019 5:09pm","12/16/2019 1:20pm",1978,", Knoxville, TN",-83.9207392,35.9606384,"knoxville, tn, usa","Google Verified Location"
"3112",701,"Europa Club","('Mixed bag')","216 W. Main","Knoxville","TN","","Bars/Clubs","","11/24/2019 4:49pm","12/2/2019 8:01am",1980,"216 W. Main, Knoxville, TN",-83.9216367,35.959845,"w main st, knoxville, tn 37902, usa","Google Verified Location"
"3113",607,"Europa Club","( 'Mixed bag ') (some RT) (go go boys)","216 W. Main","Knoxville","TN","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","","10/25/2019 6:33pm","12/18/2019 3:20pm",1979,"216 W. Main, Knoxville, TN",-83.9216367,35.959845,"w main st, knoxville, tn 37902, usa","Google Verified Location"
"3114",2718,"Europa","(Disco) ","216 W. Main at Gay ","Knoxville","TN","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","","",1978,"216 W. Main at Gay , Knoxville, TN",-83.921637,35.959845,"unclear_coded_by_hand","Verified Location"
"3115",606,"Carousel","(2 floors) (Disco)","1501 White Ave. S.","Knoxville","TN","(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing,(E) - Entertainment,(S) - Shows - impersonators or record pantomime acts - often touristy","Restaurant","","10/25/2019 6:33pm","10/28/2019 9:54am",1979,"1501 White Ave. S., Knoxville, TN",-83.9290607,35.9591021,"1501 white ave, knoxville, tn 37916, usa","Google Verified Location"
"3116",503,"Carousel","(Some G) (Disco) (two floors)","1501 White Avenue","Knoxville","TN","(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular,""(G) - Girls, but rarely exclusively""","Bars/Clubs",NA,"11/8/2019 7:07pm","11/10/2019 2:21pm",1977,"1501 White Avenue, Knoxville, TN",-83.9290607,35.9591021,"1501 white ave, knoxville, tn 37916, usa","Google Verified Location"
"3117",598,"Carousel","(Some G) (Disco) (2 floors)","1501 White Ave. So.","Knoxville","TN","(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing,(E) - Entertainment,(S) - Shows - impersonators or record pantomime acts - often touristy,""(G) - Girls/Ms, but seldom exclusively""","Restaurant","","12/5/2019 5:00pm","12/18/2019 12:35pm",1978,"1501 White Ave. So., Knoxville, TN",-83.9290607,35.9591021,"1501 white ave, knoxville, tn 37916, usa","Google Verified Location"
"3118",700,"Carousel","(Disco) (2 floors)","1501 White Ave. S.","Knoxville","TN","(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing,(E) - Entertainment,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs,Restaurant","","11/24/2019 4:49pm","12/2/2019 8:01am",1980,"1501 White Ave. S., Knoxville, TN",-83.9290607,35.9591021,"1501 white ave, knoxville, tn 37916, usa","Google Verified Location"
"3119",1240,"U. of Tenn. - Library T-Room","","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1979,", Knoxville, TN",-83.929763,35.955093,"unclear_coded_by_hand","Verified Location"
"3120",2115,"U. of Tennessee Library","","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1976,", Knoxville, TN",-83.929763,35.955093,"unclear_coded_by_hand","Verified Location"
"3121",3250,"U. of Tenn. ","Library T-Room","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1980,", Knoxville, TN",-83.929763,35.955093,"unclear_coded_by_hand","Verified Location"
"3122",2345,"University of Tennessee Library ","","","Knoxville","TN","Cruisy Area","Cruising Areas","","","",1977,", Knoxville, TN",-83.929763,35.955093,"unclear_coded_by_hand","Verified Location"
"3123",146,"Brownie's Grill","","2218 Cumberland Ave","Knoxville","TN","","Restaurant",NA,"8/22/2019 2:07am","9/7/2019 11:31am",1968,"2218 Cumberland Ave, Knoxville, TN",-83.9395405,35.9535255,"2218 cumberland ave, knoxville, tn 37916, usa","Google Verified Location"
"3124",105,"Brownie's Grill","","2218 Cumberland Ave W","Knoxville","TN","","Bars/Clubs",NA,"8/14/2019 2:03am","9/7/2019 2:32pm",1965,"2218 Cumberland Ave W, Knoxville, TN",-83.9395405,35.9535255,"2218 cumberland ave, knoxville, tn 37916, usa","Google Verified Location"
"3125",170,"Brownie's Grill","","2218 Cumberland Ave","Knoxville","TN","","Bars/Clubs",NA,"8/13/2019 12:05pm","9/7/2019 11:33am",1969,"2218 Cumberland Ave, Knoxville, TN",-83.9395405,35.9535255,"2218 cumberland ave, knoxville, tn 37916, usa","Google Verified Location"
"3126",189,"Brownie's Grill","","2218 Cumberland Ave.","Knoxville","TN","","Bars/Clubs",NA,"9/7/2019 2:02pm","9/7/2019 11:59pm",1970,"2218 Cumberland Ave., Knoxville, TN",-83.9395405,35.9535255,"2218 cumberland ave, knoxville, tn 37916, usa","Google Verified Location"
"3127",204,"Brownie's Grill","","2218 Cumberland Ave","Knoxville","TN","","Restaurant",NA,"8/13/2019 7:48am","9/7/2019 11:32am",1966,"2218 Cumberland Ave, Knoxville, TN",-83.9395405,35.9535255,"2218 cumberland ave, knoxville, tn 37916, usa","Google Verified Location"
"3128",203,"Andrew Johnson Hotel Bar","","918 Gat St. NW","Knoxville","TN","(M) - Mixed Crowds","Bars/Clubs,Hotels",NA,"8/13/2019 7:48am","9/7/2019 11:22am",1966,"918 Gat St. NW, Knoxville, TN",-83.964027,35.9530561,"918 west st nw, knoxville, tn 37919, usa","Google Verified Location"
"3129",610,"Kingston Pike News","","5005 Kingston Pike","Knoxville","TN","","Bars/Clubs","","10/25/2019 6:33pm","10/28/2019 10:06am",1979,"5005 Kingston Pike, Knoxville, TN",-83.9875912,35.9398994,"5005 kingston pike, knoxville, tn 37919, usa","Google Verified Location"
"3130",703,"Kingston Pike News","","5005 Kingston Pike","Knoxville","TN","","Book Store","","11/24/2019 4:49pm","12/2/2019 8:02am",1980,"5005 Kingston Pike, Knoxville, TN",-83.9875912,35.9398994,"5005 kingston pike, knoxville, tn 37919, usa","Google Verified Location"
"3131",601,"Jerry's","","7811 Kingston Pike","Knoxville","TN","(M) - Mixed - Some Straights,""(C) - Coffee, soft drinks, juices and snacks"",(AH) - After Hours","Restaurant","","12/5/2019 5:00pm","12/16/2019 1:17pm",1978,"7811 Kingston Pike, Knoxville, TN",-84.0428704,35.9270719,"7811 kingston pike, knoxville, tn 37919, usa","Google Verified Location"
"3132",609,"Jerry's","","7811 Kingston Pike","Knoxville","TN","(M) - Mixed - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","","10/25/2019 6:33pm","10/28/2019 9:54am",1979,"7811 Kingston Pike, Knoxville, TN",-84.0428704,35.9270719,"7811 kingston pike, knoxville, tn 37919, usa","Google Verified Location"
"3133",184,"Chateau","","221 Cordelle Rd","Albany","GA","","Bars/Clubs","","9/4/2019 9:25am","9/4/2019 10:49am",1974,"221 Cordelle Rd, Albany, GA",-84.0907861,31.5776705,"221 cordele rd, albany, ga 31705, usa","Google Verified Location"
"3134",504,"Europa","(Disco)","216 W. Main at Gay","Knoxville","TN","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"11/8/2019 7:07pm","11/10/2019 2:21pm",1977,"216 W. Main at Gay, Knoxville, TN",-84.0943766,35.9154585,"216 peregrine way, knoxville, tn 37922, usa","Google Verified Location"
"3135",2574,"Continental Lounge","","New Albany Motor Hotel","Albany","GA","(M) - Mixed or partially straight,(YC) - Young and/or collegiate types","Hotels,Bars/Clubs","","","",1975,"New Albany Motor Hotel, Albany, GA",-84.153188,31.578881,"unclear_coded_by_hand","Verified Location"
"3136",2217,"Continental Lounge ","New Albany Motor Hotel ","","Albany","GA","(M) - Mixed - Some Straights,(YC) - Young and/or collegiate types","Hotels,Bars/Clubs","","","",1977,", Albany, GA",-84.153188,31.578881,"unclear_coded_by_hand","Verified Location"
"3137",54,"Continental Lounge","New Albany Motor Hotel","","Albany","GA","","Hotels,Bars/Clubs","Located at 245 Pine Ave. Added to National Registry of Historic Places in 1982. Now The Flats @ 249, an apartment complex. See https://en.wikipedia.org/wiki/New_Albany_Hotel","9/4/2019 11:25am","9/7/2019 1:18pm",1974,", Albany, GA",-84.153188,31.578881,"unclear_coded_by_hand","Verified Location"
"3138",1983,"Continental Lounge","New Albany Motor Hotel","","Albany","GA","(M) - Mixed or partially straight,(YC) - Young and/or collegiate types","Bars/Clubs","","","",1976,", Albany, GA",-84.153188,31.578881,"unclear_coded_by_hand","Verified Location"
"3139",2984,"Continental Lounge ","New Albany Motor Hotel ","","Albany","GA","(M) - Mixed - Some Straights,(YC) - Young and/or collegiate types","Hotels,Bars/Clubs","","","",1978,", Albany, GA",-84.153188,31.578881,"unclear_coded_by_hand","Verified Location"
"3140",1498,"Continental Lounge ","New Albany Motor Hotel","","Albany","GA","","Hotels,Bars/Clubs","Located at 245 Pine Ave. Added to National Registry of Historic Places in 1982. Now The Flats @ 249, an apartment complex. See https://en.wikipedia.org/wiki/New_Albany_Hotel","","",1973,", Albany, GA",-84.153188,31.578881,"unclear_coded_by_hand","Verified Location"
"3141",352,"Eben's Bamboo Lounge","","104 N. Jackson","Albany","GA","(M) - Mixed Crowds - Some Straights,(PT) - Pool Table","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 10:05pm",1980,"104 N. Jackson, Albany, GA",-84.153462,31.5771214,"104 n jackson st, albany, ga 31701, usa","Google Verified Location"
"3142",296,"Eben's Bamboo Lounge","","104 N. Jackson","Albany","GA","(M) - Mixed - Some Straights,(PT) - Pool Table","Bars/Clubs","","10/22/2019 8:04am","10/28/2019 10:06am",1979,"104 N. Jackson, Albany, GA",-84.153462,31.5771214,"104 n jackson st, albany, ga 31701, usa","Google Verified Location"
"3143",351,"Dan's","","122 N. Jefferson St.","Albany","GA","(M) - Mixed Crowds - Some Straights","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 10:05pm",1980,"122 N. Jefferson St., Albany, GA",-84.1559628,31.5772882,"122 n jefferson st, albany, ga 31701, usa","Google Verified Location"
"3144",295,"Dan's","","122 N. Jefferson St.","Albany","GA","(M) - Mixed - Some Straights","Bars/Clubs","","10/22/2019 7:49am","10/28/2019 10:06am",1979,"122 N. Jefferson St., Albany, GA",-84.1559628,31.5772882,"122 n jefferson st, albany, ga 31701, usa","Google Verified Location"
"3145",3126,"'Bus Stop' at Pine & Jefferson","","Pine & Jefferson","Albany","GA","Cruisy Area","Cruising Areas","","","",1980,"Pine & Jefferson, Albany, GA",-84.155978,31.578466,"unclear_coded_by_hand","Verified Location"
"3146",1162," 'Bus Stop ' at Pine & Jefferson","","","Albany","GA","Cruisy Area","Cruising Areas","","","",1979,", Albany, GA",-84.155978,31.578466,"unclear_coded_by_hand","Verified Location"
"3147",256,"Panhandle Mining Co.","(2 bars) (Disco)","1363 E. Laffayette","Tallahassee","FL","(D) - Dancing,(*) - Very popular","Restaurant","","12/3/2019 12:21pm","12/16/2019 1:19pm",1978,"1363 E. Laffayette, Tallahassee, FL",-84.2591981,30.4346274,"1363 e lafayette st, tallahassee, fl 32301, usa","Google Verified Location"
"3148",268,"Panhandle Mining Co.","(2 bars) (Disco)","1363 E. Lafayette","Tallahassee","FL","(*) - Very popular,(D) - Dancing","Restaurant","","10/22/2019 7:41am","10/28/2019 9:54am",1979,"1363 E. Lafayette, Tallahassee, FL",-84.2591981,30.4346274,"1363 e lafayette st, tallahassee, fl 32301, usa","Google Verified Location"
"3149",167,"Holiday Inn Motel Bar","(U.S. Hwy 27)","1302 Apalachee Pkwy.","Tallahassee","FL","(M) - Mixed Crowds,""(H) - Hotel, motel, or other overnight accomodations""","Hotels",NA,"9/25/2019 7:48am","10/5/2019 1:02pm",1973,"1302 Apalachee Pkwy., Tallahassee, FL",-84.2605296,30.4374984,"1302 apalachee pkwy, tallahassee, fl 32301, usa","Google Verified Location"
"3150",102,"Holiday Inn Bar","","1302 Apalachee Pkwy","Tallahassee","FL","""(H) - Hotel, motel, or other overnight accomodations"",(M) - Mixed Crowds","Hotels,Bars/Clubs","","8/30/2019 9:09am","12/7/2019 2:06pm",1971,"1302 Apalachee Pkwy, Tallahassee, FL",-84.2605296,30.4374984,"1302 apalachee pkwy, tallahassee, fl 32301, usa","Google Verified Location"
"3151",111,"Holiday Inn Bar","(U.S. 27)","1302 Apalachee Pkwy.","Tallahassee","FL","(M) - Mixed Crowds,""(H) - Hotel, motel, or other overnight accomodations""","Hotels,Bars/Clubs",NA,"9/11/2019 7:43am","10/28/2019 9:22am",1972,"1302 Apalachee Pkwy., Tallahassee, FL",-84.2605296,30.4374984,"1302 apalachee pkwy, tallahassee, fl 32301, usa","Google Verified Location"
"3152",2851,"Garrard Park ","","","Houma","LA","Cruisy Area","Cruising Areas","","","",1978,", Houma, LA",-84.264982,33.974294,"unclear_coded_by_hand","Verified Location"
"3153",163,"Sam's Submarines and Sandwiches","(behind Aubrey BP Gas Station)","1843 Thomasville Rd","Tallahassee","FL","(YC) - Young and/or collegiate types,""(G) - Girls, but seldom exclusively"",(D) - Dancing","Restaurant,Bars/Clubs","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"1843 Thomasville Rd, Tallahassee, FL",-84.2700305,30.4645823,"1843 thomasville rd, tallahassee, fl 32303, usa","Google Verified Location"
"3154",47,"Le Roc Bar","","415 N Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"8/14/2019 12:23am","9/7/2019 2:21pm",1965,"415 N Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3155",95,"Duval Hotel Bar","","415 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels",NA,"9/4/2019 3:58pm","12/7/2019 2:02pm",1970,"415 N. Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3156",266,"LeRoc Bar","","415 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"8/13/2019 8:22am","9/7/2019 11:22am",1966,"415 N. Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3157",84,"Duval Hotel Bar","","415 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels",NA,"8/13/2019 8:32am","12/7/2019 2:00pm",1969,"415 N. Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3158",72,"Le Roc Bar","","415 N Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"8/18/2019 10:23pm","9/7/2019 11:23am",1968,"415 N Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3159",101,"Duval Hotel Bar","","415 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds,(*) - Very popular","Hotels","","8/30/2019 9:09am","8/30/2019 9:34am",1971,"415 N. Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3160",1386,"Red Bear Tavern","","Call at Monroe","Tallahassee","FL","(*) - Very popular","Bars/Clubs","","","",1972,"Call at Monroe, Tallahassee, FL",-84.280684,30.443586,"unclear_coded_by_hand","Verified Location"
"3161",253,"Long Branch ","","","Tallahassee","FL","","Bars/Clubs","","8/13/2019 10:32am","9/7/2019 1:24pm",1969,", Tallahassee, FL",-84.280733,30.438256,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3162",333,"Long Branch","","","Tallahassee","FL","(*) - Very popular","Bars/Clubs","","8/19/2019 12:23am","9/7/2019 1:23pm",1968,", Tallahassee, FL",-84.280733,30.438256,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3163",3116,"Post Office T-Rooms","","","Tallahassee","FL","Cruisy Area,(*) - Very popular","Cruising Areas","","","",1980,", Tallahassee, FL",-84.280733,30.438256,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3164",3117,"Rest Stop","10 miles nort of I-10 on US 319 ","","Tallahassee","FL","Cruisy Area,(OC) - Older/More Mature Crowd","Cruising Areas","","","",1980,", Tallahassee, FL",-84.280733,30.438256,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3165",1686,"Long Beach Bar","","W. Tennessee St.","Tallahassee","FL","","Bars/Clubs","","","",1970,"W. Tennessee St., Tallahassee, FL",-84.280733,30.438256,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"3166",46,"Cypress Lounge","Floridian Hotel","204 N Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels",NA,"8/14/2019 12:23am","12/7/2019 4:58pm",1965,"204 N Monroe, Tallahassee, FL",-84.2810315,30.4437529,"204 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3167",83,"Cypress Lounge","Floridian Hotel","204 N Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels",NA,"8/13/2019 8:32am","12/7/2019 2:00pm",1969,"204 N Monroe, Tallahassee, FL",-84.2810315,30.4437529,"204 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3168",94,"Cypress Lounge","Floridian Hotel","204 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels",NA,"9/4/2019 3:58pm","12/7/2019 2:02pm",1970,"204 N. Monroe, Tallahassee, FL",-84.2810315,30.4437529,"204 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3169",265,"Cypress Lounge","Floridian Hotel","204 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels",NA,"8/13/2019 8:22am","9/7/2019 11:22am",1966,"204 N. Monroe, Tallahassee, FL",-84.2810315,30.4437529,"204 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3170",71,"Cypress Lounge","Floridian Hotel","204 N Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels",NA,"8/18/2019 10:23pm","9/7/2019 11:23am",1968,"204 N Monroe, Tallahassee, FL",-84.2810315,30.4437529,"204 n monroe st, tallahassee, fl 32301, usa","Google Verified Location"
"3171",165,"David's Den","(Floridian Hotel)","116 E. Call","Tallahassee","FL","(*) - Very popular","Hotels,Bars/Clubs",NA,"9/25/2019 7:48am","10/28/2019 9:30am",1973,"116 E. Call, Tallahassee, FL",-84.2817761,30.4436011,"116 e call st, tallahassee, fl 32301, usa","Google Verified Location"
"3172",47,"Elsewhere","","","Tallahassee","FL","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs","","9/4/2019 11:25am","9/7/2019 1:18pm",1974,", Tallahassee, FL",-84.288418,30.435536,"unclear_coded_by_hand","Verified Location"
"3173",1603,"Elsewehere","","W. Gaines & Macomb","Tallahassee","FL","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs","","","",1973,"W. Gaines & Macomb, Tallahassee, FL",-84.288418,30.435536,"unclear_coded_by_hand","Verified Location"
"3174",3118,"Tallahassee Mall T-Rooms","(Weekday evenings)","","Tallahassee","FL","Cruisy Area","Cruising Areas","For a history of the mall see: ","","",1980,", Tallahassee, FL",-84.290268,30.4757,"unclear_coded_by_hand","Verified Location"
"3175",319,"Cantina or Casbah","(Mexican restaurant) (Disco)","666 W. Tennessee","Tallahassee","FL","(D) - Dancing","Restaurant","","9/15/2019 11:16am","9/15/2019 9:04pm",1980,"666 W. Tennessee, Tallahassee, FL",-84.293351,30.445012,"666 w tennessee st, tallahassee, fl 32304, usa","Google Verified Location"
"3176",1654,"Florida St. U. - 3rd floor Library T-Rooms"," ","","Tallahassee","FL","Cruisy Area,(HOT) - Dangerous - Usually Fuzz","Bars/Clubs","","","",1979,", Tallahassee, FL",-84.295051,30.443011,"unclear_coded_by_hand","Verified Location"
"3177",3115,"Florida St. U.- Bellemy Bldg.","basement, 3rd floor Library","","Tallahassee","FL","Cruisy Area","Cruising Areas","","","",1980,", Tallahassee, FL",-84.295803,30.443447,"unclear_coded_by_hand","Verified Location"
"3178",1313,"Florida St. U. - Bellomy Bldg. basement "," ","","Tallahassee","FL","Cruisy Area,(HOT) - Dangerous - Usually Fuzz","Bars/Clubs","","","",1979,", Tallahassee, FL",-84.295803,30.443447,"unclear_coded_by_hand","Verified Location"
"3179",204,"Metropolitan Community Church","(Decatur)","527 N. McDonough St.","Atlanta","GA","","Church","","9/4/2019 9:50am","9/4/2019 10:49am",1974,"527 N. McDonough St., Atlanta, GA",-84.296231,33.774141,"527 n mcdonough st, decatur, ga 30030, usa","Google Verified Location"
"3180",2270,"Florida State University - Union Bldg. ","","","Tallahassee","FL","Cruisy Area","Cruising Areas","","","",1977,", Tallahassee, FL",-84.297079,30.444673,"unclear_coded_by_hand","Verified Location"
"3181",2815,"Florida State U. - Union Building T-Room","","","Tallahassee","FL","Cruisy Area","Cruising Areas","","","",1978,", Tallahassee, FL",-84.297079,30.444673,"unclear_coded_by_hand","Verified Location"
"3182",2049,"Florida State U. - Union","","","Tallahassee","FL","Cruisy Area","Cruising Areas","","","",1976,", Tallahassee, FL",-84.297079,30.444673,"unclear_coded_by_hand","Verified Location"
"3183",1655,"Florida St. U. - Also Union Bldg. T -Room"," ","","Tallahassee","FL","Cruisy Area,(HOT) - Dangerous - Usually Fuzz","Bars/Clubs","","","",1979,", Tallahassee, FL",-84.297079,30.444673,"unclear_coded_by_hand","Verified Location"
"3184",269,"21st Century Fox","(Disco) (S - Wed., Fri. & Sat.) (Looks promising)","506 S. Woodward","Tallahassee","FL","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","","10/22/2019 7:41am","12/18/2019 3:33pm",1979,"506 S. Woodward, Tallahassee, FL",-84.2980868,30.4375573,"506 s woodward ave, tallahassee, fl 32304, usa","Google Verified Location"
"3185",320,"City of Knight","(Disco) (Wed - Sat) (Open 'til 4am- Best 10pm-2am)","506 S. Woodward","Tallahassee","FL","(BYOB) - Bring your own bottle,(M) - Mixed Crowds - Some Straights,(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 9:05pm",1980,"506 S. Woodward, Tallahassee, FL",-84.2980868,30.4375573,"506 s woodward ave, tallahassee, fl 32304, usa","Google Verified Location"
"3186",253,"Arthur's Roundtable","(Disco) (Liquor) (Some G)","514 Woodward Ave.","Tallahassee","FL","(YC) - Young and/or collegiate types,(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(*) - Very popular,""(G) - Girls/Ms, but seldom exclusively""","Bars/Clubs","","12/3/2019 12:21pm","12/18/2019 1:24pm",1978,"514 Woodward Ave., Tallahassee, FL",-84.2980869,30.4375167,"514 s woodward ave, tallahassee, fl 32304, usa","Google Verified Location"
"3187",255,"Mother's Garden Gate","(Beer & wine) (AH-WE) (Enter thru gate on side)","1906 Lake Bradford Rd.","Tallahassee","FL","(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively"",(AH) - After Hours,(WE) - Weekends","Bars/Clubs","","12/3/2019 12:21pm","12/18/2019 1:24pm",1978,"1906 Lake Bradford Rd., Tallahassee, FL",-84.3026323,30.4242525,"1906 lake bradford rd, tallahassee, fl 32310, usa","Google Verified Location"
"3188",216,"After Hours Knight Club","(Some G) (Opens 10 p.m. - $2.00 admissions) Highway 90)","1312 West Tallahassee","Tallahassee","FL","(*) - Very popular,(P) - Private club - Inquire locally to admission,(D) - Dancing,(BYOB) - Bring your own bottle,""(G) - Girls, but seldom exclusively""","Bars/Clubs",NA,"11/7/2019 3:17pm","11/10/2019 2:21pm",1977,"1312 West Tallahassee, Tallahassee, FL",-84.3036571,30.4489576,"1312 w tennessee st, tallahassee, fl 32304, usa","Google Verified Location"
"3189",267,"Foxtrot Disco","(Some G) (S - AH - WE)","1320 Jackson Bluff Rd.","Tallahassee","FL","(P) - Private club - Inquire locally to admission,(BYOB) - Bring your own bottle,""(G) - Girls/Ms, but seldom exclusively"",(S) - Shows - impersonators or record pantomime acts - often touristy,(AH) - After Hours,(WE) - Weekends","Bars/Clubs","","10/22/2019 7:41am","12/18/2019 3:33pm",1979,"1320 Jackson Bluff Rd., Tallahassee, FL",-84.305201,30.4344107,"1320 jackson bluff rd, tallahassee, fl 32304, usa","Google Verified Location"
"3190",254,"Foxtrot Disco","(S-AH-WE) (Some G) (Cruisy)","1320 Jackson Bluff Rd.","Tallahassee","FL","(P) - Private club - Inquire locally to admission,(BYOB) - Bring your own bottle,(S) - Shows - impersonators or record pantomime acts - often touristy,(AH) - After Hours,(WE) - Weekends,""(G) - Girls/Ms, but seldom exclusively""","Bars/Clubs,Cruising Areas","","12/3/2019 12:21pm","12/16/2019 3:14pm",1978,"1320 Jackson Bluff Rd., Tallahassee, FL",-84.305201,30.4344107,"1320 jackson bluff rd, tallahassee, fl 32304, usa","Google Verified Location"
